11749.0000;   0.1237;11763.0000;
11766.0000;   0.1282;11805.0000;
11789.0000;   0.1273;11847.0000;
11864.0000;   0.1285;11889.0000;
11864.0000;   0.1277;11931.0000;
11864.0000;   0.1268;11973.0000;
11864.0000;   0.1260;12015.0000;
11864.0000;   0.1251;12057.0000;
12093.0000;   0.1252;12099.0000;
12106.0000;   0.1254;12141.0000;
12106.0000;   0.1244;12183.0000;
12106.0000;   0.1235;12225.0000;
12236.0000;   0.1228;12267.0000;
12236.0000;   0.1219;12309.0000;
12236.0000;   0.1211;12351.0000;
12236.0000;   0.1202;12393.0000;
12236.0000;   0.1193;12435.0000;
12236.0000;   0.1184;12477.0000;
12236.0000;   0.1175;12519.0000;
12236.0000;   0.1167;12561.0000;
12236.0000;   0.1158;12603.0000;
12236.0000;   0.1149;12645.0000;
12236.0000;   0.1140;12687.0000;
12236.0000;   0.1132;12729.0000;
12236.0000;   0.1123;12771.0000;
12236.0000;   0.1114;12813.0000;
12236.0000;   0.1105;12855.0000;
12236.0000;   0.1097;12897.0000;
12236.0000;   0.1088;12939.0000;
12236.0000;   0.1079;12981.0000;
12236.0000;   0.1070;13023.0000;
12236.0000;   0.1061;13065.0000;
12236.0000;   0.1053;13107.0000;
12236.0000;   0.1044;13149.0000;
12236.0000;   0.1035;13191.0000;
12236.0000;   0.1026;13233.0000;
12236.0000;   0.1018;13275.0000;
12236.0000;   0.1009;13317.0000;
12177.0000;   0.1000;13359.0000;
12236.0000;   0.0994;13401.0000;
12177.0000;   0.0985;13443.0000;
12236.0000;   0.0978;13485.0000;
12177.0000;   0.0970;13527.0000;
12236.0000;   0.0963;13569.0000;
12177.0000;   0.0955;13611.0000;
12236.0000;   0.0948;13653.0000;
12177.0000;   0.0939;13695.0000;
12236.0000;   0.0933;13737.0000;
12177.0000;   0.0924;13779.0000;
12236.0000;   0.0918;13821.0000;
12236.0000;   0.0909;13863.0000;
12177.0000;   0.0902;13905.0000;
12236.0000;   0.0894;13947.0000;
12177.0000;   0.0886;13989.0000;
12236.0000;   0.0878;14031.0000;
12212.0000;   0.0871;14073.0000;
12236.0000;   0.0863;14115.0000;
12212.0000;   0.0857;14157.0000;
12212.0000;   0.0849;14199.0000;
12236.0000;   0.0842;14241.0000;
12212.0000;   0.0835;14283.0000;
12236.0000;   0.0827;14325.0000;
12212.0000;   0.0820;14367.0000;
12212.0000;   0.0812;14409.0000;
12236.0000;   0.0806;14451.0000;
12212.0000;   0.0798;14493.0000;
12236.0000;   0.0791;14535.0000;
12212.0000;   0.0784;14577.0000;
12212.0000;   0.0776;14619.0000;
12236.0000;   0.0770;14661.0000;
12212.0000;   0.0762;14703.0000;
12236.0000;   0.0755;14745.0000;
12212.0000;   0.0748;14787.0000;
12212.0000;   0.0740;14829.0000;
12236.0000;   0.0733;14871.0000;
12547.0000;   0.0726;14913.0000;
12547.0000;   0.0719;14955.0000;
12236.0000;   0.0712;14997.0000;
12547.0000;   0.0705;15039.0000;
12547.0000;   0.0698;15081.0000;
12236.0000;   0.0691;15123.0000;
12547.0000;   0.0684;15165.0000;
12547.0000;   0.0677;15207.0000;
12236.0000;   0.0671;15249.0000;
12547.0000;   0.0663;15291.0000;
12547.0000;   0.0656;15333.0000;
12236.0000;   0.0650;15375.0000;
12547.0000;   0.0643;15417.0000;
12547.0000;   0.0635;15459.0000;
12236.0000;   0.0629;15501.0000;
12547.0000;   0.0622;15543.0000;
12547.0000;   0.0614;15585.0000;
12236.0000;   0.0608;15627.0000;
12547.0000;   0.0601;15669.0000;
12547.0000;   0.0594;15711.0000;
12236.0000;   0.0587;15753.0000;
12547.0000;   0.0580;15795.0000;
12547.0000;   0.0573;15837.0000;
12236.0000;   0.0567;15879.0000;
12535.0000;   0.0560;15921.0000;
12547.0000;   0.0552;15963.0000;
12236.0000;   0.0546;16005.0000;
12547.0000;   0.0539;16047.0000;
12547.0000;   0.0532;16089.0000;
12236.0000;   0.0525;16131.0000;
12535.0000;   0.0518;16173.0000;
12547.0000;   0.0511;16215.0000;
12236.0000;   0.0505;16257.0000;
12547.0000;   0.0498;16299.0000;
12547.0000;   0.0490;16341.0000;
12236.0000;   0.0484;16383.0000;
12547.0000;   0.0477;16425.0000;
12547.0000;   0.0470;16467.0000;
12236.0000;   0.0464;16509.0000;
12535.0000;   0.0457;16551.0000;
12401.0000;   0.0449;16593.0000;
12236.0000;   0.0443;16635.0000;
12401.0000;   0.0436;16677.0000;
12401.0000;   0.0429;16719.0000;
12236.0000;   0.0423;16761.0000;
11888.0000;   0.0416;16803.0000;
12401.0000;   0.0410;16845.0000;
12401.0000;   0.0403;16887.0000;
11864.0000;   0.0397;16929.0000;
11888.0000;   0.0390;16971.0000;
12401.0000;   0.0383;17013.0000;
11864.0000;   0.0376;17055.0000;
11888.0000;   0.0370;17097.0000;
12401.0000;   0.0364;17139.0000;
12401.0000;   0.0357;17181.0000;
11864.0000;   0.0350;17223.0000;
11888.0000;   0.0344;17265.0000;
12401.0000;   0.0337;17307.0000;
12314.0000;   0.0331;17349.0000;
12401.0000;   0.0325;17391.0000;
11864.0000;   0.0318;17433.0000;
12110.0000;   0.0312;17475.0000;
12314.0000;   0.0306;17517.0000;
12401.0000;   0.0300;17559.0000;
12314.0000;   0.0293;17601.0000;
12401.0000;   0.0288;17643.0000;
11888.0000;   0.0281;17685.0000;
12314.0000;   0.0275;17727.0000;
12401.0000;   0.0269;17769.0000;
11864.0000;   0.0263;17811.0000;
12314.0000;   0.0256;17853.0000;
12401.0000;   0.0251;17895.0000;
12110.0000;   0.0244;17937.0000;
12314.0000;   0.0238;17979.0000;
12401.0000;   0.0232;18021.0000;
11888.0000;   0.0225;18063.0000;
12314.0000;   0.0219;18105.0000;
12401.0000;   0.0213;18147.0000;
11864.0000;   0.0207;18189.0000;
12314.0000;   0.0201;18231.0000;
12401.0000;   0.0195;18273.0000;
11888.0000;   0.0188;18315.0000;
12314.0000;   0.0182;18357.0000;
12401.0000;   0.0176;18399.0000;
12314.0000;   0.0170;18441.0000;
12401.0000;   0.0164;18483.0000;
11864.0000;   0.0158;18525.0000;
11888.0000;   0.0151;18567.0000;
12314.0000;   0.0146;18609.0000;
12401.0000;   0.0140;18651.0000;
12314.0000;   0.0133;18693.0000;
12401.0000;   0.0127;18735.0000;
11888.0000;   0.0121;18777.0000;
12314.0000;   0.0115;18819.0000;
12401.0000;   0.0109;18861.0000;
11864.0000;   0.0102;18903.0000;
12401.0000;   0.0096;18945.0000;
12314.0000;   0.0091;18987.0000;
11888.0000;   0.0084;19029.0000;
12314.0000;   0.0078;19071.0000;
12401.0000;   0.0072;19113.0000;
12401.0000;   0.0065;19155.0000;
12314.0000;   0.0060;19197.0000;
11888.0000;   0.0053;19239.0000;
12314.0000;   0.0047;19281.0000;
12401.0000;   0.0042;19323.0000;
11864.0000;   0.0035;19365.0000;
12401.0000;   0.0029;19407.0000;
12314.0000;   0.0023;19449.0000;
11888.0000;   0.0017;19491.0000;
12401.0000;   0.0011;19533.0000;
12314.0000;   0.0005;19575.0000;
12110.0000;  -0.0002;19617.0000;
